Approx Duration (ms),Video Description (Original),Video Title (Original),Video Publish Timestamp
408000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists/blob/master/02_Tips_Tricks_python_tips_and_tricks_2_google_image_download.py

This script downloads images from Google search (or Bing search). 

As with any download, please make sure you are not violating any copyright terms. I use this script to download images that help me practice deep learning based image classification. 

DO NOT use downloaded images to train a commercial product, this most certainly violates copyright terms. 

Do not pip install google_images_download

this gives an error that some images could not be downloadable. 
Google changed some things on their side...

The updated repo can be installed using the following command. 
pip install git+https://github.com/Joeclinton1/google-images-download.git

Please remember that this method has a limit of 100 images. 

OR

You can use bing.
Does not seem to have a limit on the number of images to download. 
pip install bing-image-downloader",Python tips and tricks - 2: Downloading images from online search,2021-02-23T19:02:13+00:00
133000,"In summary: DigitalSreeni is my personal channel and Apeer_Micro is my work channel. I appreciate if you subscribe to both.

Link to Apeer_Micro channel.
https://www.youtube.com/channel/UCVrG0AsRMb0pPcxzX75SusA",Clarification about my YouTube channels,2021-02-26T00:33:15+00:00
683000,"Image augmentation may hurt your model accuracy if you're not careful. Always test you augmentation operations first on a smaller dataset and then incrementally verify its accuracy before using it in your final model training. 

Link to the file from this video: https://github.com/bnsreenu/python_for_microscopists/blob/master/tips_tricks_3_data_augmentation.ipynb

Link to my GitHub account:
https://github.com/bnsreenu/python_for_microscopists",Python tips and tricks - 3: Be conservative with image augmentation,2021-03-05T23:07:51+00:00
543000,"imageJ (Fiji): https://imagej.net/Fiji

ZEN Lite: https://www.zeiss.com/microscopy/us/products/microscope-software/zen-lite.html",Python tips and tricks - 4: Best free software for image visualization and processing,2021-03-15T10:00:12+00:00
448000,"Link to my GitHub account:
https://github.com/bnsreenu/python_for_microscopists",Python tips and tricks - 5: Extracting patches from large images and masks for semantic segmentation,2021-03-23T10:00:02+00:00
2234000,"What to expect when you perform semantic segmentation using small datasets (less than 100 images) and U-net architecture? Does augmentation help and how about transfer learning?

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

To annotate images and generate labels, you can use APEER (for free):
www.apeer.com",216 - Semantic segmentation using a small dataset for training (& U-Net),2021-05-05T09:00:00+00:00
854000,"Step 1: Install Visual Studio community edition: I installed VS2019
https://visualstudio.microsoft.com/vs/community/

Step 2: Install your IDE if you haven't already done so. I installed Spyder 4.1.5 via Anaconda individual edition.
https://www.anaconda.com/products/individual

Step 3: Setup a separate environment for your IDE. I created an env. with python 3.7
I skipped 3.8 as it is relatively new and some of my libraries may not be tested or available. 
On Anaconda you can use Anaconda Navigaor to create a new environment. 
If you only see 3.8 as option on Navigator you can create new env from anaconda prompt: 
conda create -n py37gpu python=3.7 anaconda

For the following steps verify instructions from www.tensorflow.org/install/gpu

Step 4: Verify your GPU is actually supported for deep learning: 
https://developer.nvidia.com/cuda-gpus

Step 5: Figure out your GPU model: I have P5000 Quadro
and Update the GPU driver: For me it updated to Version 461.72 
https://www.nvidia.com/download/index.aspx?lang=en-us

Step 6: Download and install CUDA Toolkit. I installed Version 11.0
https://developer.nvidia.com/cuda-toolkit-archive

Step 7: Download cuDNN. I downloaded version 8.0.4
You need to sign up for Nvidia developer program (free)
Extract all folder contents from cudnn you just downloaded to 
C:\program files\Nvidia GPU computing toolkit\CUDA\v11.0

Step 8: Install tensorflow
Open spyder in the new environment that got named as: py37gpu (or whatever name you assigned)
- pip install tensorflow

Step 9: Verify the installation
Create a new python file and run these lines to test if GPU is recognized by tensorflow. 
import tensorflow as tf
tf.test.is_gpu_available(
    cuda_only=False, min_cuda_compute_capability=None
)

The last few lines of my output shows...
physical GPU (device: 0, name: Quadro P5000, pci bus id: 0000:03:00.0, compute capability: 6.1)
physical GPU (device: 1, name: Quadro P5000, pci bus id: 0000:a1:00.0, compute capability: 6.1)

I have 2 GPUs. 

But on Windows you will not be able to efficiently use both GPUs for training. 

#On windows sysems you cannot install NCCL that is required for multi GPU
#So we need to follow Heirarchial copy method or reduce to single GPU.
 
strategy = tf.distribute.MirroredStrategy(devices=devices_names[:n_gpus],
                                           cross_device_ops=tf.distribute.HierarchicalCopyAllReduce())

#The following will raise an error on Windows about NCCL. 
#strategy = tf.distribute.MirroredStrategy(devices=devices_names[:n_gpus])",217 - 9 steps to installing TensorFlow GPU on Windows 10,2021-05-12T07:00:25+00:00
1088000,"Difference between UpSampling2D and Conv2DTranspose

These are the two common types of layers that can be used to increase the dimensions of arrays.

UpSampling2D is like the opposite of pooling where it repeats rows and columns of the input.

Conv2DTranspose performs up-sampling and convolution. 

Conv2DTranspose has been reported to result in Checkerboard artifacts but 
unfortunately not much information on the comparison of UpSampling2D vs Conv2DTranspose.

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",218 - Difference between UpSampling2D and Conv2DTranspose used in U-Net and GAN,2021-05-19T07:00:20+00:00
2257000,"Understanding U-Net architecture and building it from scratch. 

This tutorial should clear any doubts you may have regarding the architecture of U-Net. It should also inform you on the process of building your own U-Net using functional blocks for encoder and decoder. 

Example use case: Segmentation of mitochondria using only 12 images and about 150 labeled objects.

Dataset: https://www.epfl.ch/labs/cvlab/data/data-em/

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",219 - Understanding U-Net architecture and building it from scratch,2021-05-27T07:00:04+00:00
467000,"Note: Importing segmentation models library may give you generic_utils 
error on TF2.x

If you get an error about generic_utils...

change 
keras.utils.generic_utils.get_custom_objects().update(custom_objects) 
to 
keras.utils.get_custom_objects().update(custom_objects) 
in 
.../lib/python3.7/site-packages/efficientnet/__init__.py 

For Anaconda users:
Use this code to find out the location of site-packages directory 
under your current environment in anaconda. 

from distutils.sysconfig import get_python_lib
print(get_python_lib())


For Colab users:
You can click on the direct link provided on Colab for __init__.py and edit it.
Remember to restart the runtime after editing the file. 

Alternatively you can work with Tensorflow 1.x that doesn't throw
the generic_utils error. 
In google colab, add this as your first line.
%tensorflow_version 1.x
(Or just create a new environment in your local IDE to use TF1.x)

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",Python tips and tricks - 6: Fixing generic_utils error while importing segmentation models library,2021-03-30T07:00:07+00:00
2697000,"This video refers to semantic segmentation use case. 
Dataset: https://www.epfl.ch/labs/cvlab/data/data-em/

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists/tree/master/222_working_with_large_data_that_does_not_fit_memory_semantic_segm

Code for all videos: 
https://github.com/bnsreenu/python_for_microscopists

For semantic segmentation the folder structure needs to look like below
if you want to use ImageDatagenerator.

Data/
    train_images/
                train/
                    img1, img2, img3, ......
    
    train_masks/
                train/
                    msk1, msk, msk3, ......
                    
    val_images/
                val/
                    img1, img2, img3, ......                

    val_masks/
                val/
                    msk1, msk, msk3, ......
      
    test_images/
                test/
                    img1, img2, img3, ......    
                    
    test_masks/
                test/
                    msk1, msk, msk3, ......

Use split-folders library (pip install split-folders) to make this process of splitting
files easy.",222 - Working with large data that doesn't fit your system memory - Semantic Segmentation,2021-06-16T07:00:17+00:00
1141000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

# TTA - Should be called prediction time augmentation
#We can augment each input image, predict augmented images and average all predictions.",223 - Test time augmentation for semantic segmentation,2021-06-23T07:00:11+00:00
1211000,"IoU and Binary Cross-Entropy are good loss functions for binary semantic segmentation. but Focal loss may be better. 

Focal loss is good for multiclass classification where some classes are easy and other difficult to classify. ​It is just an extension of the cross-entropy loss.​ It down-weights easy classes and focuses training on hard to classify classes.​ In summary, focal loss turns the model’s attention towards the difficult to classify examples.​",220 - What is the best loss function for semantic segmentation?,2021-06-02T07:00:04+00:00
532000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

pip install split-folders

import splitfolders  # or import split_folders

input_folder = 'cell_images/'

# Split with a ratio.
# To only split into training and validation set, set a tuple to `ratio`, i.e, `(.8, .2)`.
#Train, val, test
splitfolders.ratio(input_folder, output=""cell_images2"", 
                   seed=42, ratio=(.7, .2, .1), 
                   group_prefix=None) # default values


# Split val/test with a fixed number of items e.g. 100 for each set.
# To only split into training and validation set, use a single number to `fixed`, i.e., `10`.
# enable oversampling of imbalanced datasets, works only with fixed
splitfolders.fixed(input_folder, output=""cell_images2"", 
                   seed=42, fixed=(35, 20), 
                   oversample=False, group_prefix=None)","221 - Easy way to split data on your disk into train, test, and validation?",2021-06-09T07:00:06+00:00
548000,"This video briefly introduces you to the keras unet collection library that offers a few variants of the classic U-Net model. These variants include Attention U-Net, U-Net plus plus, and R2-U-Net. 

For more information about the library: https://github.com/yingkaisha/keras-unet-collection

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset from: https://www.epfl.ch/labs/cvlab/data/data-em/
Images and masks are divided into patches of 256x256.",227 - Various U-Net models using keras unet collection library - for semantic image segmentation,2021-07-21T07:00:09+00:00
965000,"Residual Networks:
Residual networks were proposed to overcome the problems of deep CNNs (e.g., VGG). Stacking convolutional layers and making the model deeper hurts the generalization ability of the network. To address this problem, ResNet architecture was introduced which adds the idea of “skip connections”.

In traditional neural networks, each layer feeds into the next layer. In networks with residual blocks, each layer feeds into the next layer and directly into the layers about 2–3 hops away. Inputs can forward propagate faster through the residual connections (shortcuts) across layers.

Recurrent convolutional networks:
The recurrent network can use the feedback connection to store information over time. Recurrent networks use context information; as time steps increase, the network leverages more and more neighborhood information. Recurrent and CNNs can be combined for image-based applications. With recurrent convolution layers, the network can evolve over time though the input is static. Each unit is influenced by its neighboring units, includes the context information of an image.

U-net can be built using recurrent or residual or a combination block instead of the traditional double-convolutional block.",224 - Recurrent and Residual U-net,2021-06-30T07:00:06+00:00
896000,"What is attention and why is it needed for U-Net?

Attention in U-Net is a method to highlight only the relevant activations during training. It reduces the computational resources wasted on irrelevant activations and provides better generalization of the network. 

Two types of attention:

1. Hard attention
Highlight relevant regions by cropping.
One region of an image at a time; this implies it is non differentiable and needs reinforcement learning.  
Network can either pay attention or not, nothing in between.  
Backpropagation cannot be used. 

2. Soft attention
Weighting different parts of the image.
Relevant parts of image get large weights and less relevant parts get small weights. 
Can be trained with backpropagation. 
During training, the weights also get trained making the model pay more attention to relevant regions.  
In summary – it adds weights to pixels based on the relevance. 

Why is attention needed in U-Net?
U-net skip connection combines spatial information from the down-sampling path with the up-sampling path to retain good spatial information. But this process brings along the poor feature representation from the initial layers. Soft attention implemented at the skip connections will actively suppress activations at irrelevant regions.",225 - Attention U-net. What is attention and why is it needed for U-Net?,2021-07-07T07:00:04+00:00
1626000,"Is there a clear advantage of modified U-Net modules such as Attention U-Net and Residual U-Net over the standard U-Net? Watch the video to find out.

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset from: https://www.epfl.ch/labs/cvlab/data/data-em/
Images and masks are divided into patches of 256x256.",226 - U-Net vs Attention U-Net vs Attention Residual U-Net - should you care?,2021-07-14T07:00:13+00:00
543000,"Loading a keras model and continuing training​
When using custom loss function and metrics​.

No code to share with this video. 
Summary: Provide your custom optimizer or loss or metrics as custom objects during loading the model. 

my_model = load_model('your_trained_model.hdf5', 
                      custom_objects={'my_custom_loss': custom_loss,
                                      'custom_metric': my_custom_metric})",Python tips and tricks - 7:  Continuing keras model training when using custom loss and metrics,2021-05-08T08:00:08+00:00
1090000,"Dataset from: https://www.kaggle.com/humansintheloop/semantic-segmentation-of-aerial-imagery

RGB to HEX: (Hexadecimel -- base 16)
This number divided by sixteen (integer division; ignoring any remainder) gives 
the first hexadecimal digit (between 0 and F, where the letters A to F represent 
the numbers 10 to 15). The remainder gives the second hexadecimal digit. 
0-9 -- 0-9
10-15 -- A-F

Example: RGB -- R=201, G=, B=

R = 201/16 = 12 with remainder of 9. So hex code for R is C9 (remember C=12)

Calculating RGB from HEX: #3C1098
3C = 3*16 + 12 = 60
10 = 1*16 + 0 = 16
90 = 9*16 + 8 = 152

###############################
#CODE
#########################
#Convert Hex to RGB (numpy array)
Building = '#3C1098'.lstrip('#')
Building = np.array(tuple(int(Building[i:i+2], 16) for i in (0, 2, 4))) # 60, 16, 152

Land = '#8429F6'.lstrip('#')
Land = np.array(tuple(int(Land[i:i+2], 16) for i in (0, 2, 4))) #132, 41, 246

Road = '#6EC1E4'.lstrip('#') 
Road = np.array(tuple(int(Road[i:i+2], 16) for i in (0, 2, 4))) #110, 193, 228

Vegetation =  'FEDD3A'.lstrip('#') 
Vegetation = np.array(tuple(int(Vegetation[i:i+2], 16) for i in (0, 2, 4))) #254, 221, 58

Water = 'E2A929'.lstrip('#') 
Water = np.array(tuple(int(Water[i:i+2], 16) for i in (0, 2, 4))) #226, 169, 41

Unlabeled = '#9B9B9B'.lstrip('#') 
Unlabeled = np.array(tuple(int(Unlabeled[i:i+2], 16) for i in (0, 2, 4))) #155, 155, 155

#########################
# Now replace RGB to integer values to be used as labels.
#Find pixels with combination of RGB for the above defined arrays...
#if matches then replace all values in that pixel with a specific integer
def rgb_to_2D_label(label):
    """"""
    Supply our labale masks as input in RGB format. 
    Replace pixels with specific RGB values ...
    """"""
    label_seg = np.zeros(label.shape,dtype=np.uint8)
    label_seg [np.all(label == Building,axis=-1)] = 0
    label_seg [np.all(label==Land,axis=-1)] = 1
    label_seg [np.all(label==Road,axis=-1)] = 2
    label_seg [np.all(label==Vegetation,axis=-1)] = 3
    label_seg [np.all(label==Water,axis=-1)] = 4
    label_seg [np.all(label==Unlabeled,axis=-1)] = 5
    
    label_seg = label_seg[:,:,0]  #Just take the first channel, no need for all 3 channels
    
    return label_seg

labels = []
for i in range(mask_dataset.shape[0]):
    label = rgb_to_2D_label(mask_dataset[i])
    labels.append(label)    

labels = np.array(labels)   
labels = np.expand_dims(labels, axis=3)
 

print(""Unique labels in label dataset are: "", np.unique(labels))",Python tips and tricks - 8:  Working with RGB (and Hex) masks for semantic segmentation,2021-05-14T07:00:24+00:00
2517000,"This video demonstrates the process of pre-processing aerial imagery (satellite) data, including RGB labels to get them ready for U-net. The video also demonstrates the process of training a U-net and making predictions. 

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists/tree/master/228_semantic_segmentation_of_aerial_imagery_using_unet

My Github repo link: 
https://github.com/bnsreenu/python_for_microscopists

Dataset from: https://www.kaggle.com/humansintheloop/semantic-segmentation-of-aerial-imagery

The dataset consists of aerial imagery of Dubai obtained by MBRSC satellites and annotated with pixel-wise semantic segmentation in 6 classes. The total volume of the dataset is 72 images grouped into 6 larger tiles. The classes are:

Building: #3C1098
Land (unpaved area): #8429F6
Road: #6EC1E4
Vegetation: #FEDD3A
Water: #E2A929
Unlabeled: #9B9B9B

Images come in many sizes: 797x644, 509x544, 682x658, 1099x846, 1126x1058, 859x838, 1817x2061,  2149x1479​

Need to preprocess so we can capture all images into numpy arrays. ​
Crop to a size divisible by 256 and extract patches.​

​Masks are RGB and information provided as HEX color code.​

Need to convert HEX to RGB values and then convert RGB labels to integer values and then to one hot encoded. ​

​Predicted (segmented) images need to converted back into original RGB colors. ​

​Predicted tiles need to be merged into a large image by minimizing blending artefacts (smooth blending). ​(Next video)",228 - Semantic segmentation of aerial (satellite) imagery using U-net,2021-07-28T07:00:20+00:00
1113000,"This video demonstrates the process of segmenting patches of images from a large image and blending patches back smoothly to minimize edge effects. 

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset from: https://www.kaggle.com/humansintheloop/semantic-segmentation-of-aerial-imagery

Original code for smooth blending is from here: https://github.com/Vooban/Smoothly-Blend-Image-Patches

The original code has been modified to fix a couple of bugs and chunks of code unnecessary for smooth tiling are removed.",229 - Smooth blending of patches for semantic segmentation of large images (using U-Net),2021-08-04T07:00:09+00:00
695000,"For example scaling inputs, performing preprocessing operations, converting masks ​to categorical​, etc. 

Code snippet from the video...

#Libraries
import segmentation_models as sm
from sklearn.preprocessing import MinMaxScaler
scaler = MinMaxScaler()
from keras.utils import to_categorical

#Some scaling operation to be applied to images
from sklearn.preprocessing import MinMaxScaler
scaler = MinMaxScaler()
from keras.utils import to_categorical

#Some preprocessing operation on images
BACKBONE = 'resnet34'
preprocess_input = sm.get_preprocessing(BACKBONE)

#Define a function to perform additional preprocessing after datagen.
#For example, scale images, convert masks to categorical, etc. 

def preprocess_data(img, mask, num_class):
    #Scale images
    img = scaler.fit_transform(img.reshape(-1, img.shape[-1])).reshape(img.shape)
    img = preprocess_input(img)  #Preprocess based on the pretrained backbone...
    #Convert mask to one-hot
    mask = to_categorical(mask, num_class)
      
    return (img,mask)

#Define the generator.
#We are not doing any rotation or zoom to make sure mask values are not interpolated.
#It is important to keep pixel values in mask as 0, 1, 2, 3, .....
from tensorflow.keras.preprocessing.image import ImageDataGenerator
def trainGenerator(train_img_path, train_mask_path, num_class):
    
    img_data_gen_args = dict(horizontal_flip=True,
                      vertical_flip=True,
                      fill_mode='reflect')
    
    image_datagen = ImageDataGenerator(**img_data_gen_args)
    mask_datagen = ImageDataGenerator(**img_data_gen_args)
    
    image_generator = image_datagen.flow_from_directory(
        train_img_path,
        class_mode = None,
        batch_size = batch_size,
        seed = seed)
    
    mask_generator = mask_datagen.flow_from_directory(
        train_mask_path,
        class_mode = None,
        color_mode = 'grayscale',
        batch_size = batch_size,
        seed = seed)
    
    train_generator = zip(image_generator, mask_generator)
    
    for (img, mask) in train_generator:
        img, mask = preprocess_data(img, mask, num_class)
        yield (img, mask)

train_img_path = ""data/data_for_keras_aug/train_images/""
train_mask_path = ""data/data_for_keras_aug/train_masks/""
train_img_gen = trainGenerator(train_img_path, train_mask_path, num_class=4)

#Make sure the generator is working and that images and masks are indeed lined up. 
#Verify generator.... In python 3 next() is renamed as __next__()
x, y = train_img_gen.__next__()

for i in range(0,3):
    image = x[i]
    mask = np.argmax(y[i], axis=2)
    plt.subplot(1,2,1)
    plt.imshow(image)
    plt.subplot(1,2,2)
    plt.imshow(mask, cmap='gray')
    plt.show()",Python tips and tricks - 9: Performing additional tasks during data augmentation in keras,2021-05-24T07:00:07+00:00
2756000,"Semantic Segmentation of Landcover Dataset ​by loading images in batches from the drive​.

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists/tree/master/230_landcover_dataset_segmentation

For all code: 
https://github.com/bnsreenu/python_for_microscopists

Dataset from: https://landcover.ai/
Labels:
0: Unlabeled background ​
1: Buildings​
2: Woodlands​
3: Water​

You can use any U-net but this code demonstrates the use of pre-trained encoder in the U-net - available as part of segmentation models library. 

To install the segmentation models library: pip install -U segmentation-models

If you are running into generic_utils error when loading segmentation models library watch this video to fix it: https://youtu.be/syJZxDtLujs.

Prepare the data first: 
1. Read large images and corresponding masks, divide them into smaller patches. And write the patches as images to the local drive.  

2. Save only images and masks where masks have some decent amount of labels other than 0. Using blank images with label=0 is a waste of time and may bias the model towards unlabeled pixels. 

3. Divide the sorted dataset from above into train and validation datasets. 

4. You have to manually move some folders and rename them appropriately if you want to use ImageDataGenerator from keras. 

After training, you can use the smooth blending process to segment large images.",230 - Semantic Segmentation of Landcover Dataset using U-Net,2021-08-11T07:00:00+00:00
910000,"Dataset from: https://www.kaggle.com/awsaf49/brats20-dataset-training-validation

Dataset information:
Multimodal scans available as NIfTI files (.nii.gz) 

Four 'channels' of information – 4 different volumes of the same region
Native (T1) 
Post-contrast T1-weighted (T1CE)
T2-weighted (T2)
T2 Fluid Attenuated Inversion Recovery (FLAIR) volumes

All the imaging datasets have been segmented manually and were approved by experienced neuro-radiologists. 

Annotations (labels): 
Label 0: Unlabeled volume
Label 1: Necrotic and non-enhancing tumor core (NCR/NET)
Label 2: Peritumoral edema (ED)
Label 3: Missing (No pixels in all the volumes contain label 3)
Label 4: GD-enhancing tumor (ET)

Our approach:
Step 1: Get the data ready 
Step 2: Define custom data generator
Step 3: Define the 3D U-net model
Step 4: Train and Predict

Step 1: Get the data ready
Download the dataset and unzip it. 
Segmented file name in Folder 355 has a weird name. Rename it to match others.
Install nibabel library to handle nii files (https://pypi.org/project/nibabel/)
Scale all volumes (using MinMaxScaler).
Combine the three non-native volumes (T2, T1CE and Flair) into a single multi-channel volume. 
Reassign pixels of value 4 to value 3 (as 3 is missing from original labels).
Crop volumes to remove useless blank regions around the actual volume of interest (Crop to 128x128x128).
Drop all volumes where the amount of annotated data is less that certain percentage. (To maximize training on real labeled volumes). 
Save all useful volumes to the local drive as numpy arrays (npy).
Split image and mask volumes into train and validation datasets. 

Step 2: Define custom data generator
Keras image data generator only works with jpg, png, and tif images. It will not recognize npy files. We need to define a custom generator to load our data from the disk. 

Step 3: Define the 3D U-net model
Extend the standard 2D U-Net into 3D OR 
copy the code from online OR 
use 3D segmentation models library 

Step 4: Train and Predict
Train by loading images in batches using our custom generator. 
Predict and plot data for visualization.",231 - Semantic Segmentation of BraTS2020 - Part 0 - Introduction (and plan),2021-08-18T07:00:01+00:00
1473000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset from: https://www.kaggle.com/awsaf49/brats20-dataset-training-validation

Dataset information:
Multimodal scans available as NIfTI files (.nii.gz) 

Four 'channels' of information – 4 different volumes of the same region
Native (T1) 
Post-contrast T1-weighted (T1CE)
T2-weighted (T2)
T2 Fluid Attenuated Inversion Recovery (FLAIR) volumes

All the imaging datasets have been segmented manually and were approved by experienced neuro-radiologists. 

Annotations (labels): 
Label 0: Unlabeled volume
Label 1: Necrotic and non-enhancing tumor core (NCR/NET)
Label 2: Peritumoral edema (ED)
Label 3: Missing (No pixels in all the volumes contain label 3)
Label 4: GD-enhancing tumor (ET)

Our approach:
Step 1: Get the data ready (this video)
Step 2: Define custom data generator (next video)
Step 3: Define the 3D U-net model
Step 4: Train and Predict

Step 1: Get the data ready
Download the dataset and unzip it. 
Segmented file name in Folder 355 has a weird name. Rename it to match others.
Install nibabel library to handle nii files (https://pypi.org/project/nibabel/)
Scale all volumes (using MinMaxScaler).
Combine the three non-native volumes (T2, T1CE and Flair) into a single multi-channel volume. 
Reassign pixels of value 4 to value 3 (as 3 is missing from original labels).
Crop volumes to remove useless blank regions around the actual volume of interest (Crop to 128x128x128).
Drop all volumes where the amount of annotated data is less that certain percentage. (To maximize training on real labeled volumes). 
Save all useful volumes to the local drive as numpy arrays (npy).
Split image and mask volumes into train and validation datasets.",232 - Semantic Segmentation of BraTS2020 - Part 1 - Getting the data ready,2021-08-25T07:00:13+00:00
