video_id,approx_duration_(ms),video_description_(original),video_title_(original),video_publish_timestamp,publish_year,batch_source
fourth_batch_vid_0017,1665000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/tree/master/286-Object%20detection%20using%20mask%20RCNN%20-%20end%20to%20end All other code: https://github.com/bnsreenu/python_for_microscopists This video helps you with end-to-end Mask RCNN project, all the way from annotations to training to prediction. Handling of VGG and Coco style JSON annotations is demonstrated in the video. Code is also made available for both approaches. For this video, I've used the annotation tool from https://www.makesense.ai/ You can try other annotation tools like: https://www.makesense.ai/ https://labelstud.io/ https://github.com/Doodleverse/dash_doodler http://labelme.csail.mit.edu/Release3.0/ https://github.com/openvinotoolkit/cvat https://www.robots.ox.ac.uk/~vgg/software/via/ coco weights can be downloaded from: https://github.com/matterport/Mask_RCNN/releases/download/v2.0/mask_rcnn_coco.h5",286 - Object detection using Mask RCNN: end-to-end from annotation to prediction,2022-09-07T07:00:17Z,2022,fourth_batch
fourth_batch_vid_0018,1226000,"Tips and Tricks 36: Code from this video is available at: https://github.com/bnsreenu/python_for_microscopists/tree/master/tips_tricks_36_pyscript_python_in_the_browser Useful resources: https://pyscript.net/ https://github.com/pyscript/pyscript If we want to load an external python file as a module into the html file, the best way would be to start a local webserver. If the html file is located at /my_dir/my_file.html if you just open the my_file.html in a browser, it will not recognize other files referenced. You need to start a local webserver. Open the command prompt (or conda prompt) - wherever you can just type python to execute python commands. Now type: python -m http.server (or python3 - depending on how you access your local python) This should start a webserver. Now just go to the browser and type: http://localhost:8000/ You should see a list of files in that local directory. Now, click the html file.",PyScript – Running python in your browser​,2022-05-21T03:00:23Z,2022,fourth_batch
fourth_batch_vid_0019,1437000,Tips Tricks 37 - MAE vs MSE vs Huber Understanding Mean Absolute Error and Mean Squared Error as ML metrics and loss functions Code from this video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/tips_tricks_37_Understanding%20MAE%20and%20MSE.py Use MSE if outliers are important.​ USE MAE if outliers are not important (most cases).​ Use Huber to get a balance between giving outliers some weight but not a lot (like in MSE). ​,Understanding Mean Absolute Error and Mean Squared Error as ML metrics and loss functions,2022-05-28T07:00:11Z,2022,fourth_batch
fourth_batch_vid_0020,863000,Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists Want to learn about the basics of GMM and how to use it for image segmentation: https://youtu.be/kkAirywakmk,"52b - Understanding Gaussian Mixture Model (GMM) using 1D, 2D, and 3D examples",2022-07-01T07:00:04Z,2022,fourth_batch
fourth_batch_vid_0021,577000,"Installing Conda in Google Colab Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/tips_tricks_38_Installing_conda_in_Google_Colab.ipynb All other code: https://github.com/bnsreenu/python_for_microscopists This tutorial guides you through the process of installing Conda in your Colab. Why do you need conda on Colab? Among other benefits, certain packages require Conda for installation. For example, trackpy installation: http://soft-matter.github.io/trackpy/dev/installation.html Trackpy strongly recommends using Conda and not pip. Therefore, we need to set up conda environment for our colab notebook. Miniconda system requirements: https://docs.conda.io/en/latest/miniconda.html#system-requirements",Installing Conda in Google Colab - Tips Tricks 38,2022-07-08T07:00:19Z,2022,fourth_batch
fourth_batch_vid_0022,1861000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/287_tracking_particles_using_trackpy.ipynb All other code: https://github.com/bnsreenu/python_for_microscopists This video provides an introduction to the Trackpy library that can be used to segment objects using blob detection and then track them in a time series of images (video). Trackpy installation: http://soft-matter.github.io/trackpy/dev/installation.html Trackpy strongly recommends using Conda and not pip. Therefore, we need to set up conda environment for our colab notebook. Miniconda versions: https://docs.conda.io/en/latest/miniconda.html#system-requirements This specific topic has been covered in a separate tutorial: https://youtu.be/v4qskw8EHXQ For more examples of trackpy and to download sample data sets: https://github.com/soft-matter/trackpy-examples",287 - Tracking particles and objects using Trackpy in python,2022-09-14T07:00:32Z,2022,fourth_batch
fourth_batch_vid_0023,1487000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/288_nuclei_tracking_trackpy_stardist.ipynb All other code: https://github.com/bnsreenu/python_for_microscopists This video walks you through the process of segmenting nuclei in fluorescence microscope images using StarDist (pre-trained deep learning model), followed by tracking them using trackpy. Trackpy installation: http://soft-matter.github.io/trackpy/dev/installation.html Trackpy strongly recommends using Conda and not pip. Therefore, we need to set up conda environment for our colab notebook. This specific topic has been covered in a separate tutorial: https://youtu.be/v4qskw8EHXQ",288 - Nuclei segmentation using StarDist and tracking using Trackpy in python,2022-09-28T07:00:17Z,2022,fourth_batch
fourth_batch_vid_0024,1204000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/289_tracking_particles_in_3D.ipynb All other code: https://github.com/bnsreenu/python_for_microscopists This video walks you through the process of tracking 3D objects using trackpy. Trackpy installation: http://soft-matter.github.io/trackpy/dev/installation.html Trackpy strongly recommends using Conda and not pip. Therefore, we need to set up conda environment for our colab notebook. We will be using this data set: https://github.com/soft-matter/trackpy-examples/blob/master/sample_data/pmma_colloids.zip This specific topic has been covered in a separate tutorial: https://youtu.be/v4qskw8EHXQ",289 - 3D object tracking using trackpy in python,2022-10-12T07:00:16Z,2022,fourth_batch
fourth_batch_vid_0025,744000,"Tips and tricks 39: Installing napari library in python for scientific image visualization Napari allows for visualization-focused image analysis in python. Installation of napari is extremely easy, especially if you follow their directions. This video provides a walkthrough tutorial of installing napari and using it via Anaconda Spyder IDE. For more information about napari, please visit: https://napari.org/index.html",Installing napari library in python for scientific image visualization - Tips and Tricks 39,2022-07-15T07:00:16Z,2022,fourth_batch
fourth_batch_vid_0026,256000,Machine Learning with scikit-learn and scientific python toolkits https://www.amazon.com/dp/B08BTFY8YW/ref=cm_sw_r_tw_dp_P34RZ4XB5CY0SNPB0T5S,Book Review - Machine Learning with scikit-learn and scientific python toolkits,2022-07-18T15:35:44Z,2022,fourth_batch
fourth_batch_vid_0027,898000,7 (+2) AI-powered fun and useful web applications 1. https://this-person-does-not-exist.com/en 2. https://bigspeak.ai/ 3. https://www.magiceraser.io/ 4. https://www.craiyon.com/ 5. https://rytr.me/ 6. https://namelix.com/ 7. https://letsenhance.io/ 8. https://imglarger.com/ 9. https://experiments.withgoogle.com/thing-translator,7 (+2) AI-powered fun and useful web applications,2022-08-13T07:00:10Z,2022,fourth_batch
fourth_batch_vid_0028,1290000,"What is the difference between Data science, data analytics, AI, machine learning, and deep learning? What skills do you need to learn these topics and how to structure your learning plan?",How to get started with Data Science and Machine Learning​,2022-08-19T07:00:02Z,2022,fourth_batch
fourth_batch_vid_0029,691000,"23b - Image segmentation using color spaces​ Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists This video walks you through the process of segmenting images using color spaces. Here, we use simple thresholding of a specific color by converting RGB image to HSL. For example: Blue marbles in an image showing marbles of various colors. To select specific color range in HSL space... #https://stackoverflow.com/questions/10948589/choosing-the-correct-upper-and-lower-hsv-boundaries-for-color-detection-withcv/48367205#48367205",23b - Image segmentation using color spaces​ - in python,2022-08-26T07:00:01Z,2022,fourth_batch
fourth_batch_vid_0030,420000,"tips tricks 42 - How to remove text from images Code generated in the video can be downloaded from here: https://raw.githubusercontent.com/bnsreenu/python_for_microscopists/master/Tips_Tricks_42_How%20to%20remove%20text%20from%20images.py Other code: https://github.com/bnsreenu/python_for_microscopists General Approach..... Use keras OCR to detect text, define a mask around the text, and inpaint the masked regions to remove the text. To apply the mask we need to provide the coordinates of the starting and the ending points of the line, and the thickness of the line.",How to remove text from images using python?,2022-09-02T07:00:02Z,2022,fourth_batch
fourth_batch_vid_0031,601000,"tips tricks 43 - Color segmentation of images ​followed by text removal​ in python Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists Remove text from images, only from segmented regions Here, we use simple thresholding of a specific color by converting RGB image to HSL. For example: The yellow/orange part from the traffic sign. To select specific color range in HSL space... #https://stackoverflow.com/questions/10948589/choosing-the-correct-upper-and-lower-hsv-boundaries-for-color-detection-withcv/48367205#48367205",Color segmentation of images ​followed by text removal​ in python,2022-09-09T07:00:06Z,2022,fourth_batch
fourth_batch_vid_0032,1175000,"Deep Learning based edge detection using holistically nested edge detection (HED) Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/tree/master/290-Deep%20Learning%20based%20edge%20detection%20using%20HED All other code: https://github.com/bnsreenu/python_for_microscopists Original HED paper: https://arxiv.org/pdf/1504.06375.pdf Caffe model is encoded into two files 1. Proto text file: https://github.com/s9xie/hed/blob/master/examples/hed/deploy.prototxt 2. Pretrained caffe model: http://vcl.ucsd.edu/hed/hed_pretrained_bsds.caffemodel NOTE: In future, if these links do not work, I cannot help. Please Google and find updated links (information current as of October 2022) HED is a deep learning model that uses fully convolutional neural networks and deeply-supervised nets to do image-to-image prediction.​ The output of earlier layers is called side output. ​ HED makes use of the side outputs of intermediate layers. ​ The output of all 5 convolutional layers is fused to generate the final predictions. ​ Since the feature maps generated at each layer is of different size, it’s effectively looking at the image at different scales. ​ The model is VGGNet with few modifications:​ Side output layer is connected to the last convolutional layer in each stage, respectively conv1_2, conv2_2, conv3_3, conv4_3,conv5_3. The receptive field size of each of these convolutional layers is identical to the corresponding side-output layer.​ Last stage of VGGNet is removed including the 5th pooling layer and all the fully connected layers.​ The final HED network architecture has 5 stages, with strides 1, 2, 4, 8 and 16, respectively, and with different receptive field sizes, all nested in the VGGNet. ​",290 - Deep Learning based edge detection using HED,2022-10-26T07:00:17Z,2022,fourth_batch
fourth_batch_vid_0033,1100000,"291 - Object segmentation using Deep Learning based edge detection (HED) followed by connected component based labeling in opencv Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists Original HED paper: https://arxiv.org/pdf/1504.06375.pdf Caffe model is encoded into two files 1. Proto text file: https://github.com/s9xie/hed/blob/master/examples/hed/deploy.prototxt 2. Pretrained caffe model: http://vcl.ucsd.edu/hed/hed_pretrained_bsds.caffemodel Alternate Link: https://github.com/ashukid/hed-edge-detector/blob/master/hed_pretrained_bsds.caffemodel NOTE: In future, if these links do not work, I cannot help. Please Google and find updated links (information current as of October 2022) HED is a deep learning model that uses fully convolutional neural networks and deeply-supervised nets to do image-to-image prediction.​",291 - Object segmentation using Deep Learning based edge detection (HED)​,2022-11-09T08:00:20Z,2022,fourth_batch
fourth_batch_vid_0034,1016000,"Denoising images using deep learning (Noise2Void)​ Do not let noise distract you from the truth​ Classical​ denoising Gaussian​, Total Variation​, Median​, Non-local means (NLM)​, Block-matching and 3D filtering (BM3D)​ Deep Learning​ denoising Autoencoders​, Deep CNNs​, GANs​, Noise2Noise​, Noise2Void​ Noise2Void: https://arxiv.org/abs/1811.10980 https://github.com/juglab/n2v Noise2Void learns directly from noisy images without the need for clean images, making it the ideal choice for denoising confocal images.​ Only requires noisy images, no need for additional noisy or clean images. ​ Assumption:​ Signal has a structure and noise does not. ​ Therefore, it is possible to predict signal by looking at the surrounding pixels but impossible to predict noise. ​ For information about ZEN: https://www.zeiss.com/microscopy/en/products/software/zeiss-zen.html",292 - Denoising images using deep learning (Noise2Void)​,2022-11-23T08:00:21Z,2022,fourth_batch
fourth_batch_vid_0035,1442000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/293_denoising_RGB_images_using_deep%20learning.ipynb All other code: https://github.com/bnsreenu/python_for_microscopists This video covers the topic training a Noise2Void denoising model using RGB images. Images need to be in lossless format (e.g., png or tiff). JPG format is not allowed if you're using the DataGenerator object but you can use skimage or other libraries to load them. The same approach can be used for grey-scale images, for example SEM or CT images. Next video in this series will cover multichannel and 3D image denoising. Noise2Void: https://arxiv.org/abs/1811.10980 https://github.com/juglab/n2v Noise2Void learns directly from noisy images without the need for clean images, making it the ideal choice for denoising confocal images.​ Only requires noisy images, no need for additional noisy or clean images. ​ Assumption:​ Signal has a structure and noise does not. ​ Therefore, it is possible to predict signal by looking at the surrounding pixels but impossible to predict noise. ​",293 - Denoising RGB images using deep learning (Noise2Void),2022-12-07T08:00:04Z,2022,fourth_batch
fourth_batch_vid_0036,1343000,"294 - Denoising 3D multi-channel scientific images using Noise2Void deep learning approach This video explains the process of denoising 2D and 3D multichannel scientific images (e.g., CZI images) using Noise2Void deep learning approach. The same approach can be taken for any scientific image in any format, as long as you have an appropriate library to read the files. To read CZI images, we will be using czifile library. Please note that CZI files are from ZEISS light microscopes. Noise2Void: https://arxiv.org/abs/1811.10980 https://github.com/juglab/n2v Noise2Void learns directly from noisy images without the need for clean images, making it the ideal choice for denoising confocal images.​ Only requires noisy images, no need for additional noisy or clean images. ​ Assumption:​ Signal has a structure and noise does not. ​ Therefore, it is possible to predict signal by looking at the surrounding pixels but impossible to predict noise. ​ For information about ZEN: https://www.zeiss.com/microscopy/en/products/software/zeiss-zen.html Code from this video: 2D multichannel: https://github.com/bnsreenu/python_for_microscopists/blob/master/294_n2v_2D_multi_ch_czi.ipynb 3D multichannel: https://github.com/bnsreenu/python_for_microscopists/blob/master/294_n2v_3D_multi_ch_czi.ipynb All my code: https://github.com/bnsreenu/python_for_microscopists/",294 - Denoising 3D multi-channel scientific images using Noise2Void deep learning approach,2022-12-21T08:00:30Z,2022,fourth_batch
fourth_batch_vid_0037,1264000,Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/296-Converting%20keras-trained%20model%20to%20ONNX%20format-Img%20Classification.py All other code: https://github.com/bnsreenu/python_for_microscopists This tutorial covers the following topics... 1. Training a keras model for multiclass classification using the cifar10 dataset. 2. Saving the keras model as .h5 3. Classification using the saved keras .h5 model 4. Converting the keras model to onnx format 5.Classification using the onnx model (and comparison to the keras results) pip install keras2onnx #For older tensorflow (up to 2.3.1) pip install tf2onnx #For newer tensorflow (I tested on 2.4.4) pip install onnxruntime pip install h5py,296 - Converting keras trained model to ONNX format - Image Classification example,2023-01-18T08:00:22Z,2023,fourth_batch
fourth_batch_vid_0038,1131000,"Code generated in the video can be downloaded from here: Main file: https://github.com/bnsreenu/python_for_microscopists/blob/master/297-Converting%20keras-trained%20model%20to%20ONNX-Sem%20Segm.py Unet model: https://github.com/bnsreenu/python_for_microscopists/blob/master/297-simple_unet_model.py All other code: https://github.com/bnsreenu/python_for_microscopists Semantic segmentation using ONNX model A complete project that walks through the process of training a keras model using data augmentation, exporting it to ONNX, and segmenting using the ONNX model. In this project, we will be working with Mitochondria data set https://www.epfl.ch/labs/cvlab/data/data-em/ We will be using small dataset (12 images and masks of 768x1024 each - further divided into 256x256 patches) Augmentation is used to artificially enhance the number of training images. NOTE: While augmentation helps, you cannot augment your way out of having limited training data. We will use a simple 2D U-net model for segmentation. The trained model will be saved as a keras (.h5) model. We will segment a few images using the trained keras model. This model will then be saved as ONNX. The ONNX model will be used to segment some images.",297 - Converting keras trained model to ONNX format​ - Semantic Segmentation,2023-02-01T08:00:01Z,2023,fourth_batch
fourth_batch_vid_0039,865000,"ONNX – open format for machine learning models​. ONNX is a new standard for exchanging deep learning models. ​ It is an intermediary machine learning framework used to convert between different machine learning frameworks.​ Useful blogs: https://towardsdatascience.com/an-empirical-approach-to-speedup-your-bert-inference-with-onnx-torchscript-91da336b3a41​ https://cloudblogs.microsoft.com/opensource/2022/04/19/scaling-up-pytorch-inference-serving-billions-of-daily-nlp-inferences-with-onnx-runtime/​ Example scenario – You are deploying your trained model via an iOS app​: Modern Apple devices come with Apple Neural Engine (ANE) as part of the chip​. Deep learning models can work on CPU only, CPU+GPU, or all CPU/GPU/ANE​ Fastest way is to run it on ANE, especially for heavy applications​ The framework optimized for deep learning inference on iOS is CoreML​ CoreML is built into the OS  No need to compile, link, or ship binaries of ML libraries with the app. ​",295 - ONNX – open format for machine learning models​,2023-01-04T08:00:00Z,2023,fourth_batch
fourth_batch_vid_0040,1286000,"Tips and Tricks 44: Code from this video can be found here: https://github.com/bnsreenu/python_for_microscopists/blob/master/tips_tricks_44_underscores_in_python.ipynb Learn about: Underscores in python​ Single underscore ONLY: _ Commonly used for unused variables. Single underscore after: abc_ Allows us to use reserved keywords as variables (e.g., id, def, class, etc.) Single underscore before: _abc Usually represents objects/variables that are used internally. Double underscore before and after: __abc__ These are used under 'dunder' class methods and dunder literally stands for Double Underscore. We are familiar with our constructor of class: __init__ which creates an instance of a class. Double underscore before: __abc Used for name mangling - process that overwrites identifiers in a class to avoid conflicts of names between the current class and its subclasses. In other words, __abc will have a different name in the class.",What are various underscores used in python​?,2022-10-22T07:00:01Z,2022,fourth_batch
fourth_batch_vid_0041,2012000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists Direct link: https://github.com/bnsreenu/python_for_microscopists/tree/master/301-Evaluating%20keras%20model%20using%20KFold%20cross%20validation We will start with the normal way most of us approach the problem of binary classification using neural networks (deep learning). In this example, we will split our data set the normal way into train and test groups. Then, we will learn to divide data using K Fold splits. We will iterate through each split to train and evaluate our model. Normally, we would use cross_val_score in sklearn to automatically evaluate the model over all splits and report the cross validation score. But, that method is designed to handle traditional sklearn models such as SVM, RF, gradient boosting etc. - NOT deep learning models from TensorFlow or pytorch. Therefore, in order to use cross_val_score, we will find a way to make our keras model available to the function. This is done using the KerasClassifier from tensorflow.keras.wrappers.scikit_learn Note that the cross_val_score() function takes the dataset and cross-validation configuration and returns a list of scores calculated for each fold. Wisconsin breast cancer example Dataset link: https://www.kaggle.com/datasets/uciml/breast-cancer-wisconsin-data",301 - Evaluating keras model using KFold cross validation​,2023-03-29T07:00:16Z,2023,fourth_batch
fourth_batch_vid_0042,1150000,"298 What is k fold cross validation? Cross validation (according to Wikipedia) is a resampling method that uses different portions of the data to test and train a model on different iterations.​ In machine learning, cross validation is used to compare various models and its parameters.​ K-fold is a specific data sampling method that splits data for training and testing used for cross validation. ​ K refers to the number of groups the data gets split into. ​",298 - What is k fold cross validation?,2023-02-15T08:00:07Z,2023,fourth_batch
fourth_batch_vid_0043,1664000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists Let us start by understanding the Binary classification using keras . This is the normal way most of us approach the problem of binary classification using sklearn (SVM). In this example, we will split our data set the normal way into train and test groups. We will then learn to divide data using K Fold splits. We will iterate through each split to train and evaluate our model. We will finally use the cross_val_score() function to perform the evaluation. It takes the dataset and cross-validation configuration and returns a list of scores calculated for each fold. KFOLD is a model validation technique. Cross-validation between multiple folds allows us to evaluate the model performance. KFold library in sklearn provides train/test indices to split data in train/test sets. Splits dataset into k consecutive folds (without shuffling by default). Each fold is then used once as a validation while the k - 1 remaining folds form the training set. Split method witin KFold generates indices to split data into training and test set. The split will divide the data into n_samples/n_splits groups. One group is used for testing and the remaining data used for training. All combinations of n_splits-1 will be used for cross validation. Wisconsin breast cancer example Dataset link: https://www.kaggle.com/datasets/uciml/breast-cancer-wisconsin-data",299 - Evaluating sklearn model using KFold cross validation​ in python,2023-03-01T08:00:02Z,2023,fourth_batch
